Description,Info,Link,Location,Name,Type
"The Center for Health Studies at Prince George’s Community College is a three-story structural steel building with a mechanical penthouse,  10 smart classrooms, a smart-tiered lecture classroom, a computer lab, more than 70 faculty, staff and administrative offices, three conference rooms and a technology data center as well as more than 112,000 square feet of lab space divided into 26 simulation labs. The Center also includes a 2,000 square foot auditiorium.
In addition, the Center houses a data center, radiology training labs with radiology equipment, nurse training labs with hospital beds and headwalls, an operating room training space and an emergency medical technician training area with simulated residential space.
The Center is seeking LEED certification.","Client: Prince Georges Community College
Architect: Heery
Location: Largo,  MD
Attributes: Building Information Modeling (BIM), Community College, Healthcare, Higher Education, Hospital, Education, Maryland",http://www.turnerconstruction.com/experience/project/51CA/prince-georges-community-college-center-for-health-studies,"Largo, MD","Prince George's Community College, Center for Health Studies",healthcare
"The Safeway Foundation Breast Center is 6,000 square feet of offices, waiting areas, dressing rooms, ultra-sound and examination rooms.  The Center offers a complete range of treatment including screening and diagnostic mammography, breast ultrasound, ultrasound-guided breast biopsy and stereotactic breast biopsy.","Client: Providence Health System
Architect: ZGF Architects LLP
Location: Portland,  OR
Attributes: Healthcare, Hospital, Oregon",http://www.turnerconstruction.com/experience/project/54C3/safeway-foundation-breast-center-at-providence-portland-medical-center,"Portland, OR",Safeway Foundation Breast Center at Providence Portland Medical Center,healthcare
"The Inpatient Rehabilitation Clinic for Salem Health was a 22,000 square foot transformation of clinic space into rehabilitation space for patients who have suffered severe trauma. The project team completed work in phases in the occupied hospital. Work included isolation rooms, bariatric rooms and courtyard space.","Client: Salem Health
Architect: Scott Edwards Architecture LLP
Location: Salem,  OR
Attributes: Healthcare, Hospital, Oregon",http://www.turnerconstruction.com/experience/project/54A6/salem-health-inpatient-rehabilitation-clinic,"Salem, OR","Salem Health, Inpatient Rehabilitation Clinic",healthcare
The Catheterization Laboratory for Broward Health is a procedure and control room  with Siemens specialized equipment  for performing both angiography and fluoroscopy examinations. The room is located between two fully functioning catherization laboratories and required structural reinforcing in the floors below to support the weight of the Siemens equipment.,"Client: Broward Health
Architect: Perkins + Will
Location: Fort Lauderdale,  FL
Attributes: Healthcare, Interiors, Florida",http://www.turnerconstruction.com/experience/project/FAD/broward-health-medical-center-catheterization-laboratory,"Fort Lauderdale, FL","Broward Health Medical Center, Catheterization Laboratory",healthcare
"The Lillian S. Wells Women’s Health Center is a 13,000 square foot interior fit-out of a shell space at Broward Health Medical Center. The center is specifically designed to provide comprehensive services that cater to women’s health needs in a  ""spa like"" environment. The center has four mammography rooms, a bone densitometry room, exam rooms, ultrasound rooms, conference rooms, therapeutic massage rooms, waiting and holding areas.","Client: Broward Health
Architect: HKS, Inc.
Location: Fort Lauderdale,  FL
Attributes: Healthcare, Interiors, Hospital, Florida",http://www.turnerconstruction.com/experience/project/361/broward-health-medical-center-lillian-s-wells-womens-health-center,"Fort Lauderdale, FL","Broward Health Medical Center, Lillian S. Wells Women's Health Center",healthcare
"The renovation and expansion of two operating rooms and eight operation support rooms at Children's Hospital of the King's Daughters took place during 24-hour shifts, seven days a week while the hospital remained open and fully operational.","Client: Children's Hospital of the King's
Architect: PF&A Design
Location: Norfolk,  VA
Attributes: Healthcare, Hospital, Virginia",http://www.turnerconstruction.com/experience/project/5278/childrens-hospital-of-the-kings-daughters-operating-room-renovations,"Norfolk, VA","Children's Hospital of the King's Daughters, Operating Room Renovations",healthcare
"Mercy Willard Hospital is a two-story, 103,000 square foot, 25-bed, critical access replacement hospital. The construction footprint was placed upon a 22-acre site and constructed using a structural steel frame on spread concrete footings.  The exterior skin is metal studs and sheathing with brick veneer and stone piers with glass curtainwalls and large windows. The interior construction, which includes highly decorative finishes, houses two operating rooms, two intensive care beds two procedure rooms and eight pre/post operation beds. Construction also included build out of emergency, radiology and women’s care departments.  Distinctive features include electronic patient records, filmless radiology viewing, wireless data processing, telemetry patient monitoring and a computerized material tracking system.","Client: Mercy Health
Architect: SSOE Group
Location: Willard,  OH
Attributes: Building Information Modeling (BIM), Healthcare, Hospital, Turner Logistics: Procurement Services, Facilities Management Solutions, Lean Construction, Ohio",http://www.turnerconstruction.com/experience/project/BBC/mercy-willard-hospital,"Willard, OH",Mercy Willard Hospital,healthcare
"Children's Mercy Hospital's East Clinic is a three-level, 54,680 square foot Medical Office Building and surface parking. The exterior facade consists of brick veneer, cast stone, metal panels, curtainwall, and a vegetative roof. The building structure consists of steel with composite decks. The interior finishes are consistant with the hospital's friendly and inviting environment.
The facility includes exam rooms, digital radiation, labs, and associated support areas. Turner built out the first and third floors; the second floor remains shell space. The project is LEED Certified.","Client: Children's Mercy Hospitals & Clinics
Architect: HMN Architects, Inc.
Location: Independence,  MO
Attributes: Healthcare, Medical Office Building, LEED Certified, Green Building, Turner Logistics: Procurement Services, Missouri",http://www.turnerconstruction.com/experience/project/61F/childrens-mercy-hospital-east-clinic,"Independence, MO","Children's Mercy Hospital, East Clinic",healthcare
"The complete renovation of two levels of the Bell Lobby space at the University of Kansas Hospital included an expanded, modernized lobby to make it a more pleasant and comfortable environment. An information desk was added to accommodate all patient and visitor needs. A wheel chair alcove was added to conceal the transportation wheelchairs and minimize clutter. A new executive board room was also built as part of the project.","Client: University of Kansas Hospital
Architect: CannonDesign
Location: Kansas City,  KS
Attributes: Healthcare, Hospital, Kansas",http://www.turnerconstruction.com/experience/project/589A/university-of-kansas-hospital-bell-lobby-renovation,"Kansas City, KS","University of Kansas Hospital, Bell Lobby Renovation",healthcare
"Main Street Children's Dentistry of Homestead is a 3,000 square foot fit-out including 13 added stations, four of which are surgical and include medical gas and x-rays. Additionally, one dedicated panoramic x-ray room, an updated waiting room, a reception area and associated office space.","Client: Towncare Dental Group
Architect: Steven L. Cohen & Associates
Location: Homestead,  FL
Attributes: Healthcare, Medical Office Building, Hospital, Florida",http://www.turnerconstruction.com/experience/project/578E/main-street-childrens-dentistry-of-homestead,"Homestead, FL",Main Street Children's Dentistry of Homestead,healthcare
"The phased renovations of the North Tower, Sixth Floor at Chris Evert Children's Hospital included 15,000 square feet of upgrades beginning with selective demolition and adaptive re-use of the majority of the floor plate, followed by fit-out of 30 rooms and minor support functions.","Client: Broward Health
Architect: ACAI & Associates, Inc.
Location: Fort Lauderdale,  FL
Attributes: Building Information Modeling (BIM), Healthcare, Hospital, Florida",http://www.turnerconstruction.com/experience/project/56B3/broward-health-chris-evert-childrens-hospital-north-tower-sixth-floor,"Fort Lauderdale, FL","Broward Health Chris Evert Children's Hospital, North Tower Sixth Floor",healthcare
,"Client: Miami Children's Hospital
Architect: Naya Architects
Location: Miami,  FL
Attributes: Healthcare, Hospital, Florida",http://www.turnerconstruction.com/experience/project/2481/miami-childrens-hospital-data-center-and-technology-upgrades,"Miami, FL","Miami Children's Hospital, Data Center and Technology Upgrades",healthcare
"The Cardiac Hybrid Operating Room project is a renovation that enables the current room to be used with hybrid catheterization lab equipment. Work includes mechanical and electrical upgrades with full architectural modifications to an administrative office, sterile supply storage, the operating room and a control room. Located in the center of the surgery department, this space requires all personnel to be gowned at all times.","Client: Broward Health
Architect: Perkins + Will
Location: Fort Lauderdale,  FL
Attributes: Healthcare, Hospital, Florida",http://www.turnerconstruction.com/experience/project/56AC/broward-health-medical-center-cardiac-hybrid-operating-room,"Fort Lauderdale, FL","Broward Health Medical Center, Cardiac Hybrid Operating Room",healthcare
"Completed in April 2012, the Health Center & Administrative Facility for Community Health and Social Services (CHASS) in Detroit is a 48,000 square foot facility has doubled the number of exam rooms, tripled the number of healthcare providers and enables CHASS to double the number of patients it can serve. In addition, CHASS now offers wellness programs for the general public, ensuring that the Center becomes a destination for Detroit residents seeking healthy lifestyles.
In 2012, CHASS was named Green Project of the Year by the Construction Association of Michigan. In 2013, the Engineering Society of Detroit (ESD) named the CHASS project an Honorable Mention in their 39th Annual Construction & Design Award Contest.
","Client: Community Health & Social Services
Architect: Harley Ellis Devereaux
Location: Detroit,  MI
Attributes: Healthcare, Low-Rise, Medical Office Building, Green Building, Commercial, Michigan",http://www.turnerconstruction.com/experience/project/F11/community-health-and-social-services-health-center-administrative-facility,"Detroit, MI","Community Health and Social Services, Health Center & Administrative Facility",healthcare
"The Massachusetts General Hospital, Lunder Building project is a 500,000 square foot inpatient building located on the Massachusetts General Hospital campus.
The Lunder Building will increase Massachusetts General Hospital's emergency department capacity by 16,000 square feet and will add 16 same-day surgery and interventional radiology suites, 28 operating rooms, 22 intensive care rooms, and 128 patient rooms as well as a 35,000 square foot combined Radiation/Onclogy Department with eight linear accelerators. The project also includes a central sterilization department and a loading dock facility which will serve the entire campus.","Client: Massachusetts General Hospital
Architect: NBBJ
Location: Boston,  MA
Attributes: Building Information Modeling (BIM), Healthcare, LEED Certified, Green Building, Massachusetts",http://www.turnerconstruction.com/experience/project/16DB/massachusetts-general-hospital-lunder-building,"Boston, MA","Massachusetts General Hospital, Lunder Building",healthcare
"The Neonatal Intensive Care Unit for Baptist Health at South Miami Hospital included transformation of 6,600 square feet of space in the post partum unit on the third floor of the hospital's Pavilion building. During construction, the hospital kept 12 of their 27 post partum beds operational, while adding 11 private neonatal intensive care rooms, a parent/infant room, and a nursery. Supporting spaces include a nutrition room, cleaning and supply rooms, treamtent rooms, a janitor closet, mechanical and electrical closets and multi-purpose meeting and holding spaces.","Client: Baptist Health South Florida
Architect: HKS, Inc.
Location: South Miami,  FL
Attributes: Healthcare, Hospital, Florida",http://www.turnerconstruction.com/experience/project/586D/south-miami-hospital-neonatal-intensive-care-unit,"South Miami, FL","South Miami Hospital, Neonatal Intensive Care Unit",healthcare
,"Client: Broward Health
Architect: Harvard Jolly
Location: Fort Lauderdale,  FL
Attributes: Healthcare, Interiors, Florida",http://www.turnerconstruction.com/experience/project/357/broward-health-medical-center-interventional-radiology-suite,"Fort Lauderdale, FL","Broward Health Medical Center, Interventional Radiology Suite",healthcare
"The Fifth Floor Offices project for Broward Health Medical Center included transformation of 2,000 square feet into brightly colored physician office space with multiple exam rooms as well as a Lindgren Sound. The offices provide treatment to ear, nose, and throat patients under the age of 18.","Client: Broward Health
Architect: Harvard Jolly
Location: Fort Lauderdale,  FL
Attributes: Healthcare, Hospital, Florida",http://www.turnerconstruction.com/experience/project/56B1/broward-health-medical-center-fifth-floor-offices,"Fort Lauderdale, FL","Broward Health Medical Center, Fifth Floor Offices",healthcare
"The Neonatal Intensive Care Unit at St. Luke's East Hospital is a 15,600 square foot, 18-room facility with break rooms, nurse's stations, parent rooms, meeting rooms, restrooms and corridor access from the existing hospital.  The work was completed within an operational healthcare facility and included minor demolition, HVAC, plumbing, electrical, nurse call, medical gas, pneumatic tube system, walls, ceilings and finishes.","Client: St. Luke's Health System
Architect: ACI Boland
Location: Lees Summit,  MO
Attributes: Building Information Modeling (BIM), Healthcare, Interiors, Medical Office Building, Missouri",http://www.turnerconstruction.com/experience/project/58FC/st-lukes-east-hospital-neonatal-intensive-care-unit,"Lees Summit, MO","St. Luke's East Hospital, Neonatal Intensive Care Unit",healthcare
"The 45,000 square foot tenant build-out of Allianz's Global Headquarters includes a main reception area, a lunchroom and multi-purpose conference room for training and town hall meetings, open offices, perimeter private offices, interior meeting and break-out space for copy rooms, conferencing spaces, visitor workstations and a mail room.","Client: Allianz
Architect: HOK
Location: Chicago,  IL
Attributes: Interiors, Green Building, Commercial, Illinois",http://www.turnerconstruction.com/experience/project/117E/allianz-global-na-headquarters,"Chicago, IL",Allianz Global NA Headquarters,commercial
"Diageo's North American Headquarters used 100 custom lighting fixtures to produce a high-performance workplace. Excellent coordination was required to successfully complete this task, as the design and construction teams had only nine months to complete the high-end client fit-out.
","Client: Diageo
Architect: CPG Architects
Location: Norwalk,  CT
Attributes: Interiors, Commercial, Connecticut",http://www.turnerconstruction.com/experience/project/3B8/diageo-north-american-headquarters,"Norwalk, CT",Diageo North American Headquarters,commercial
"The Ogilvy Public Relations Worldwide office is a 41,000 square foot interior fit-out of two floors.   Work includes installation of an interior connecting stairwell, build-out of conference rooms, open areas, office space and a pantry while utilizing selective demolition and build out of partitions, electrical and mechanical equipment and architectural finishes.","Client: WPP Group USA, Inc.
Architect: Gensler
Location: Washington,  DC
Attributes: Interiors, Low-Rise, Commercial, Washington, D.C.",http://www.turnerconstruction.com/experience/project/2865/ogilvy-public-relations-worldwide,"Washington, DC",Ogilvy Public Relations Worldwide,commercial
"The Tobin and Randolph development is 62,000 square feet in size. The buildings were fitted out with modern office spaces and upscale restaurants. The mechanical and electrical trades worked collaboratively with both Turner and the architect to provide design/build services for all MEP systems.","Client: SVM Development
Architect: Schervish, Vogel, Merz, PC
Location: Detroit,  MI
Attributes: Commercial, Michigan",http://www.turnerconstruction.com/experience/project/1294/harmonie-park-development,"Detroit, MI",Harmonie Park Development,commercial
"The UnitedHealth Group's Hartford headquarters project includes a 373,000 square foot interior fit-out on 18 floors of a partially occupied building. The fit-out includes office space, a full service kitchen and dining area, a fitness center with locker rooms, upgraded restrooms, a corporate conference center, main and independent distribution frame rooms and building services upgrades.

Project challenges included the logistics of working around tenent occupied spaces and meeting an aggressive schedule with phased owner move in occurring five months after the project start.","Client: UnitedHealth Group, Inc.
Architect: RSP Architects
Location: Hartford,  CT
Attributes: Commercial, Connecticut",http://www.turnerconstruction.com/experience/project/578/unitedhealth-group-hartford-headquarters-relocation,"Hartford, CT",UnitedHealth Group - Hartford Headquarters Relocation,commercial
"Oak Brook Pointe is a 257,000 square foot, five-story office building located within close proximity to the Oakbrook Center Mall. The office building is complemented by a 500-space parking deck. The facility is clad in a combination of blue glass and gray stone panels with eight corner offices per floor and is considered a Class A office building. Other amenities include an on-site delicatessen and a fitness center.","Client: Hines
Architect: Wright Architects
Location: Oak Brook,  IL
Attributes: Mid-Rise, Commercial, Illinois",http://www.turnerconstruction.com/experience/project/10FC/oak-brook-pointe,"Oak Brook, IL",Oak Brook Pointe,commercial
"Salesforce's new office located in Reston, Virginia features the build-out of 16,500 square feet of Class ""A"" office space. Infused with a splash of color, Salesforce's office reveals an open office plan inclusive of private offices, conference rooms, storage, Network Operating Center, IT space and break room.
The project features exquisite architectural details throughout consisting of custom finishes, flooring and millwork disguising the major mechanical and electrical work undertaken for installation of their Network Operations Center.","Client: Salesforce.com, Inc.
Architect: Pollack Architecture
Location: Reston,  VA
Attributes: Interiors, Commercial, Turner Logistics: Procurement Services, Virginia",http://www.turnerconstruction.com/experience/project/21A8/salesforce,"Reston, VA",Salesforce,commercial
"Steelhead Partner’s office is located on the top floor of Tower 333 in Bellevue. The new office features a pub, a hidden bookcase entry door along and a hospitality area overlooking Meydenbauer Bay.","Client: CBRE Group, Inc.
Architect: JPC Architects
Location: Bellevue,  WA
Attributes: Interiors, Commercial, Washington",http://www.turnerconstruction.com/experience/project/9D5/steelhead-partners,"Bellevue, WA",Steelhead Partners,commercial
"This renovation project for Wells Fargo (formerly Wachovia) included an 18,000 square foot office and banking facility interior build-out. This project was one of several Wells Fargo renovations completed as part of a national contract.","Client: Wachovia Bank, N.A.
Architect: Interior Architects
Location: Irvine,  CA
Attributes: Interiors, Commercial, California",http://www.turnerconstruction.com/experience/project/C80/wells-fargo-irvine-office-renovation,"Irvine, CA",Wells Fargo Irvine Office Renovation,commercial
"The 66,000 square foot renovation of a KeyBank branch includes high-end finishes, audio-visual conference rooms, an open air floor plan, kitchen and glass walled offices along the perimeter of the building.  Also included in the project is a room dedicated to playing Wii, and extensive security features, such as card readers and cameras throughout.  The project included extensive mechanical/electrical/plumbing upgrades and sustainable attributes, such as low-emitting materials.","Client: KeyBank
Architect: Callison
Location: Overland Park,  KS
Attributes: Low-Rise, Commercial, Kansas",http://www.turnerconstruction.com/experience/project/619/keybank-branch-renovation,"Overland Park, KS",KeyBank Branch Renovation,commercial
"The Equinix Data Center project included interior renovations to accommodate addition of a 68,700 square foot co-location center. To create the space, the project team performed demolition of the original node, sub node, NOC and colo areas as well as acoustical ceilings.  The pre-action sprinkler system, VESDA, fire alarm and HVAC systems were reworked to support the renovated design and the build back included lighting, cable, fiber and A/C cable trays supported by a floor mounted steel frame support system.  The electrical scope included installation of 23 PMM’s and associated ASTS cabinets.","Client: Equinix, Inc.
Architect: CallisonRTKL
Location: Ashburn,  VA
Attributes: Data Center, Interiors, Commercial, Virginia",http://www.turnerconstruction.com/experience/project/2844/equinix-data-center,"Ashburn, VA",Equinix Data Center,commercial
"The Catholic Relief Services World Headquarters is located in Baltimore’s Stewart’s Building.
This160,000 square foot office headquarters involved nine levels of renovations and features an atrium, staircase, roof deck patio, an athletic center, office space for 400 employees, meeting rooms, conference rooms, a research library, cafeteria, assembly room, chapel and an exhibit gallery. The project is LEED-CI Gold certified and utilized historic preservation and energy efficient systems.
Catholic Relief Services has been honored by Mid-Atlantic Construction, the AGC and the Baltimore AIA.","Client: Catholic Relief Services
Architect: Design Collective
Location: Baltimore,  MD
Attributes: Interiors, Mid-Rise, LEED Certified, Green Building, Commercial, Maryland",http://www.turnerconstruction.com/experience/project/386/catholic-relief-services-world-headquarters,"Baltimore, MD",Catholic Relief Services World Headquarters,commercial
"This 5,000 square foot branch bank in Huntley, Illinois is a new banking facility, which features six drive-through lanes, a reinforced vault, five offices, break room, conference room, four teller lines and a grand hall for personal bankers.  The bank is built on a Greenfield site which required all new utilities.   The project is LEED NC 2.2 Silver certified.","Client: Harris N.A.
Architect: Valerio DeWalt Trane Associates
Location: Huntley,  IL
Attributes: Bank, Interiors, Retail & Restaurant, LEED Certified, Green Building, Commercial, Illinois",http://www.turnerconstruction.com/experience/project/1405/harris-bank-huntley-south-branch-bank,"Huntley, IL",Harris Bank Huntley South Branch Bank,commercial
"This 30,000 square foot high-end project for a leading video game production company was extremely fast-paced and included modular walls, magnetic paint, sound rooms, Foley room and heavy emphasis on electrical and HVAC loads. The project was designed for flexibility to allow for collaboration between Sucker Punch employees. Turner worked closely with Wright Runstad & Company, Callison Architects and Sucker Punch to deliver a high-end space that met the functional needs of our client as well as the schedule demands.","Client: Wright Runstad Associates Limited
Architect: Callison
Location: Bellevue,  WA
Attributes: Interiors, Commercial, Washington",http://www.turnerconstruction.com/experience/project/9E6/sucker-punch-games,"Bellevue, WA",Sucker Punch Games,commercial
"Lathrop is providing construction management services for this 14,500 square foot addition to an office building with minor renovations to existing space. Additional parking lots will be added. Demolition is limited to office partitions and one exterior wall at the tie-in to the expansion.","Client: Weyerhaeuser
Architect: SSOE Group
Location: Aurora,  IL
Attributes: Commercial, Illinois",http://www.turnerconstruction.com/experience/project/1117/weyerhauser-aurora,"Aurora, IL",Weyerhauser - Aurora,commercial
"The Pittsburgh Central Blood Bank renovation included upgrades to office space, lab space, and blood storage space throughout this five-level, 85,000 square foot building.","Client: Pittsburgh Central Blood Bank
Architect: The Design Alliance
Location: Pittsburgh,  PA
Attributes: Interiors, Mid-Rise, Commercial, Pennsylvania",http://www.turnerconstruction.com/experience/project/FBC/central-blood-bank-fitout,"Pittsburgh, PA",Central Blood Bank Fitout,commercial
"
","Client: CBRE Group, Inc.
Architect: The NELSON Midwest Operating Company
Location: Orlando,  FL
Attributes: Interiors, Commercial, Florida",http://www.turnerconstruction.com/experience/project/5D5/parsons-orlando-pit-expansion,"Orlando, FL",Parsons Orlando PI&T Expansion,commercial
"Maxim Integrated Products expanded their campus with addition of a three-story, 139,000 square foot, ground-up tilt wall office space. The project also includes butt-glazed curtainwall entrances at both east and west, an open office area with space for more than 500 workstations and two-story atrium lobbies. The project is seeking LEED Silver certification.","Client: Maxim Integrated Products, Inc.
Architect: Corgan Associates, Inc.
Location: Farmers Branch,  TX
Attributes: Building Information Modeling (BIM), Mid-Rise, LEED Certified, Green Building, Commercial, Texas",http://www.turnerconstruction.com/experience/project/2C80/maxim-integrated-products-dallas-headquarters,"Farmers Branch, TX",Maxim Integrated Products Dallas Headquarters,commercial
"The two-story, 400-seat, 10,000 square foot interior fit-out for the flagship location of the Bill’s Bar & Burger restaurant includes a full service kitchen on each floor as well as two full service bars.
In order to meet the required opening day, Turner Interiors fast tracked the project schedule which was completed on time by pre-purchasing long lead items. A project challenge was to accommodate all material deliveries without elevators.","Client: Tishman Speyer (TSP)
Architect: SLDesign
Location: New York,  NY
Attributes: Interiors, Restaurant, Retail & Restaurant, Commercial, New York",http://www.turnerconstruction.com/experience/project/1590/bills-bar-burger-at-rockefeller-center,"New York, NY",Bill's Bar & Burger at Rockefeller Center,commercial
"Knowles Electronics Headquarters is a two-story, 30,000 square foot commercial office building addition with a connection to Knowles' original 60,000 square foot building.  The project includes a five-phase interior renovation of the original office, and research and development facility.","Client: Knowles Electronics Holdings, Inc.
Architect: Valerio DeWalt Trane Associates
Location: Itasca,  IL
Attributes: Interiors, Commercial, Illinois",http://www.turnerconstruction.com/experience/project/2C79/knowles-electronics-headquarters,"Itasca, IL",Knowles Electronics Headquarters,commercial
"At just over 33,000 square feet thisbuild-out for the Thomas A. Moorehead BMW/Mini Dealership features a 24-bay air conditioned service department, display parking showrooms and a monitor window-topped cylindrical space that combines BMW history with a relaxing waiting area for customers.  The project also features high-end finishes which include complete wall-to-wall quarry tile in the service work bays, a central rotunda showcasing the evolution of the signature BMW grill, BMW motorcycles and a multimedia display.","Client: Thomas A. Moorehead
Architect: Pimsler Hoss Architects, Inc.
Location: Sterling,  VA
Attributes: Low-Rise, Commercial, Virginia",http://www.turnerconstruction.com/experience/project/2827/bmw-of-sterling,"Sterling, VA",BMW of Sterling,commercial
"The St. Luke's Surgical Intensive Care Unit  project involved the build-out of 18,500 square feet of space into 16 surgical intensive care rooms, associated nurse stations, and resource rooms. The project also included updated elevators, air handling units, and power distribution equipment.  Demolition of an elevator and elevator shaft in the hospital allowed for added tie-in points at every floor between the main hospital building and Building “F�?that houses the Neonatal Intensive Care Unit and the Surgical Intensive Care area.","Client: St. Lukes Hospital
Architect: ACI Boland
Location: Lees Summit,  MO
Attributes: Building Information Modeling (BIM), Healthcare, Interiors, Medical Office Building, Turner Logistics: Procurement Services, Facilities Management Solutions, Missouri",http://www.turnerconstruction.com/experience/project/5903/st-lukes-east-hospital-surgical-intensive-care-unit,"Lees Summit, MO","St. Luke's East Hospital, Surgical Intensive Care Unit",healthcare
"The Telehealth Center, located on the ground level at Miami Children's Hospital, is a joint venture betwen Turner and Arellano Construction. The Center allows for a virtual communication with patients and doctors, using real-time audiovisual information transmitted between a patient and physician at two different sites. The Center is a non patient treatment area and access to the public is not allowed. This technology allows the Hospital to transform the way medical services are taught and provided, and dramatically increases Miami Children's Hospital's clinical exposure.","Client: Miami Children's Hospital
Location: Miami,  FL
Attributes: Healthcare, Interiors, Hospital, Florida",http://www.turnerconstruction.com/experience/project/5C54/miami-childrens-hospital-telehealth-center,"Miami, FL","Miami Children's Hospital, Telehealth Center",healthcare
"Kaleida Health's ten-story, 480,000 square foot hospital and translation research building contains an emergency department, seven operation rooms, 16 procedure rooms, 16 intensive care beds and prep/recovery areas. The top four floors contain 180,000 square foot of research space.
The center will house the Gates Vascular Institute, the University at Buffalo’s Center for Clinical and Translational Research and a biosciences incubator.
Building Information Modeling was an essential tool on Turner’s recently completed Gates Vascular Institute project in downtown Buffalo.  Our primary use of BIM was for coordination of mechanical, electrical, plumbing, and fire protection systems.  Modern BIM tools allowed us the ability to identify conflicts that existed between the various building systems associated with the project prior to construction. Typically, these conflicts aren’t realized until construction is well under way causing delays and costly changes.  Once identified, all conflicts (referred to as clashes) were reviewed and addressed by the BIM Coordination team with the end result being a “clash free�?model.  This model was then used by Turner and our subcontractors for final fabrication and installation of building systems in the field.  Several benefits were realized on this project from the utilization of the 3D model for coordination:
BIM was also used extensively for planning associated with change orders, particularly those driven by the selection of medical equipment.  In certain cases, such as medical equipment, where technology moves at a rapid pace, it is most beneficial to the Owner to have the ability to make just-in-time decisions.  However, due to the schedule and phasing of a typical construction project, certain infrastructure requirements for medical equipment that had not yet been selected needed to be set as a basis of design and installed early in the project.  Utilizing the BIM model, Turner was able to work with select medical equipment manufacturers to develop a mutually beneficial plan which allowed for an expedited schedule while minimizing the impact to previously installed work, and still providing the Owner with a state-of-the-art space.","Client: Kaleida Health
Architect: CannonDesign
Location: Buffalo,  NY
Attributes: Building Information Modeling (BIM), Healthcare, New York",http://www.turnerconstruction.com/experience/project/1863/kaleida-health-gates-vascular-institute,"Buffalo, NY",Kaleida Health Gates Vascular Institute,healthcare
"


","Client: Universal Health Services, Inc.
Architect: HMC Architects
Location: Temecula,  CA
Attributes: Building Information Modeling (BIM), Healthcare, Hospital, Lean Construction, California",http://www.turnerconstruction.com/experience/project/5E12/temecula-valley-hospital,"Temecula, CA",Temecula Valley Hospital,healthcare
,"Client: Kaiser Permanente
Location: Carson,  CA
Attributes: Building Information Modeling (BIM), Healthcare, Interiors, Medical Office Building, Lean Construction, California",http://www.turnerconstruction.com/experience/project/5E19/kaiser-carson-north-medical-office-building,"Carson, CA",Kaiser Carson North Medical Office Building,healthcare
"The Department of Veterans Affairs Austin Outpatient Clinic is a two-story, 275,000 square foot facility that includes a pharmacy, imaging, a pathology lab and canteen. The main lobby includes an indoor water feature, and a two-story atrium with full height glass that maximizes views and enhances the patient and visitor experience.  The building consists of a structural steel frame with composite floor deck on drilled piers and a first floor suspended structural pan slab over a full crawl space.  The clinic is LEED silver equivalent and features an external wall that combines low-e insulated glass with stone from local quarries, HVAC units equipped with energy recovery wheels that provide 20% - 30% savings over conventional equipment, as well as a light-colored roof and concrete paving that minimize a ‘heat island�?effect.","Client: Cullinan Properties
Architect: Page Southerland Page
Location: Austin,  TX
Attributes: Building Information Modeling (BIM), Federal, Government, Healthcare, LEED Certified, Green Building, Hospital, Lean Construction, Design+Build, Texas",http://www.turnerconstruction.com/experience/project/278D/us-department-of-veterans-affairs-austin-outpatient-clinic,"Austin, TX","U.S. Department of Veterans Affairs, Austin Outpatient Clinic",healthcare
"The Sparta Primary Care Center is a two-story, 30,000 square foot medical office building that houses various medical operations, including an x-ray department, cardiac rehabilitation clinic, women’s health center, clinical space, offices and examination areas.
The project has received four awards since its completion, including a
from the Sussex County Chamber of Commerce and a
from the Masonry Institute.","Client: Newton Memorial Hospital
Architect: Ballinger
Location: Sparta,  NJ
Attributes: Healthcare, Medical Office Building, New Jersey",http://www.turnerconstruction.com/experience/project/6019/sparta-primary-care-center,"Sparta, NJ",Sparta Primary Care Center,healthcare
"17,000 square feet of improvements and 64,000 square feet of additions to The House of Good Shepherd adult care community took place in three major phases while the facility remained open and operational. Each of the three additional wings was designed for a different level of care: assisted living units, independent living units and comprehensive personal care home units.  The two-story structure is constructed with blocks and plank, with light gauge metal-framed exterior walls.  Major challenges include the extensive site work, as well as maintaining the everyday ongoing operations of the facility.","Client: The House of Good Shepherd
Architect: Donnelly Wagner Nelson Rebilas Arch
Location: Hackettstown,  NJ
Attributes: Healthcare, Senior Living, New Jersey",http://www.turnerconstruction.com/experience/project/600B/the-house-of-good-shepherd,"Hackettstown, NJ",The House of Good Shepherd,healthcare
"Capital Health System Clinic Renovation on their Mercer Campus included a two-floor, 14,000 square foot fit-out of exam rooms and offices. The entire interior layout was changed to accommodate waiting rooms on floors, reception and registration areas, staff offices and lounge, consulting and interview rooms, and twenty-four exam rooms, which required nearly 85% of all the original walls, fixtures and finishes to be demolished. Most of the original heating and cooling devices/equipment were also removed, though many were cleaned, and stored or relocated.
Replacement flooring, vinyl wall covering, paint, casework, plumbing fixtures, and electrical fixtures were hand-selected by the designer and owner while Turner provided all mechanical, electrical, and plumbing requirements. Additionally, the user groups remained involved throughout the duration of the project and multiple revisions to the design and construction were made to meet their needs.","Client: Capital Health Systems
Architect: Array Healthcare Facilities Solutio
Location: Trenton,  NJ
Attributes: Healthcare, New Jersey",http://www.turnerconstruction.com/experience/project/5FEC/capital-health-system-clinic-renovation,"Trenton, NJ",Capital Health System Clinic Renovation,healthcare
