Content,Link,Stats,Type
"Gilbane | Knutson formed a joint venture for this complex proton treatment facility being built adjacent to imaging and treatment facilities at Mayo Clinic. Designed and constructed to support future tower expansion, the four-story (two levels below-grade and two levels above) houses a fixed proton beam treatment room and four gantries.
Getting to patient treatment drove the project schedule. All activities and durations were closely coordinated with the owner’s schedule requirements for commissioning and start-up, to achieve the earliest possible date for treatment of the first patient in the new facility. During preconstruction, Gilbane coordinated with the proton therapy equipment vendor (PTEV) representatives, the owner’s physicists and facilities personnel to build a schedule that incorporated the proton therapy equipment manufacturing and delivery times into the overall schedule as well as their installation, commissioning and start-up activities. Through close coordination with the owner and the PTEV, Gilbane’s collaborative approach led to a unique solution where two machines were turned over at a time, resulting in much earlier patient treatment than if all four gantries were finished at the same time.
Gilbane’s building information modeling (BIM) was used to explore the complex concrete schedule, ensuring that form work, rebar, embedded items and the complex geometries of the vaults were accounted for in the schedule.",https://www.gilbaneco.com/project/mayo-clinic-richard-o-jacobson-building-proton-therapy/,"Client Name: Mayo Clinic
Project Name: Richard O. Jacobson Building
Location: Rochester, MN
Architect: AECOM
Size: 231,000 square feet
Date Completed: Completed December 2013 (27 months)
Type of construction: New
Delivery method: CM at Risk
Professional Services: Preconstruction
																					BIM
																					VDC
																					Lean construction
																					PTEV coordination",hotel-residential
"Gilbane Building Company has been selected by MD Anderson for construction manager at-risk services for the Proton Therapy Center No. 2 project. This project is a free-standing addition to the existing proton therapy center which was built in 2004.
The Proton Therapy Center No. 2 will be approximately 110,000 SF once completed and is predominately a four-vault concrete structure with an attached structural steel clinical area and will be located adjacent to the existing Proton Therapy Center, with a service driveway separating the facilities at street level and a skybridge connecting the facilities.
The new project will construct four new gantries for Intensity Modulated Proton Therapy (IMPT) and will include the installation of new Hitachi equipment with the first gantry coming online within 19 months after the start of installation. The existing Proton Therapy Center will remain in operation throughout the project, requiring a coordinated effort to tie-in the future skybridge as well as utility connections, to minimize disruption to the existing facility.
With extensive experience in cancer center construction, working with over 50% of the nation’s top 20 cancer hospitals, Gilbane is positioned and uniquely qualified to deliver the highest quality proton therapy treatment facility for MD Anderson Cancer Center.",https://www.gilbaneco.com/project/md-anderson-cancer-center-proton-therapy-center-no-2-gilbane-building-company/,"Client Name: MD Anderson Cancer Center
Project Name: Proton Therapy Center No. 2
Location: Houston, TX
Architect: Stantec
Size: 110,000 SF
Date Completed: In Progress
Type of construction: New
Delivery method: CM at Risk/GMP",hotel-residential
"Gilbane Building Company has been selected by MD Anderson for construction manager at-risk services for the Proton Therapy Center No. 2 project. This project is a free-standing addition to the existing proton therapy center which was built in 2004.
The Proton Therapy Center No. 2 will be approximately 110,000 SF once completed and is predominately a four-vault concrete structure with an attached structural steel clinical area and will be located adjacent to the existing Proton Therapy Center, with a service driveway separating the facilities at street level and a skybridge connecting the facilities.
The new project will construct four new gantries for Intensity Modulated Proton Therapy (IMPT) and will include the installation of new Hitachi equipment with the first gantry coming online within 19 months after the start of installation. The existing Proton Therapy Center will remain in operation throughout the project, requiring a coordinated effort to tie-in the future skybridge as well as utility connections, to minimize disruption to the existing facility.
With extensive experience in cancer center construction, working with over 50% of the nation’s top 20 cancer hospitals, Gilbane is positioned and uniquely qualified to deliver the highest quality proton therapy treatment facility for MD Anderson Cancer Center.",https://www.gilbaneco.com/project/md-anderson-cancer-center-proton-therapy-center-no-2-gilbane-building-company/,"Client Name: MD Anderson Cancer Center
Project Name: Proton Therapy Center No. 2
Location: Houston, TX
Architect: Stantec
Size: 110,000 SF
Date Completed: In Progress
Type of construction: New
Delivery method: CM at Risk/GMP",hotel-residential
"Preconstruction and construction services for core and shell interior of 315,365 square-foot medical office building. The new Medical Office Building (MOB) connects the core hospital building and provides supplementary services, such as surgical centers and imaging, as well as office space to complement the new hospital.
As part of the core and shell building, the mechanical, electrical and plumbing systems required for the specialty areas were coordinated up front. An additional tenant fit-out component of the MOB includes seven operating rooms, two endoscopy rooms, a stereotactic procedure room, prep and recovery rooms, waiting area, locker rooms and administration area.
The fit-out includes specialty areas such as a cardiac rehabilitation, antenatal testing, a metabolic center, ambulatory surgery, radiation oncology, high-risk pregnancy center, med spa and salon, sleep diagnostic center, and several other medical specialties.",https://www.gilbaneco.com/project/virtua-health-medical-office-building-voorhees-nj/,"Client Name: MedCraft Healthcare Real Estate
Project Name: MedCraft Healthcare Real Estate Medical Office Building
Location: Voorhees, NJ
Architect: HGA Architects
Size: 315,365 Square Feet
Type of construction: Tenant fit-up
Delivery method: CM at Risk
Professional Services: Building Information Modeling (BIM)
																					Interdisciplinary Document Coord. (IDC)",hotel-residential
"Preconstruction and construction services for core and shell interior of 315,365 square-foot medical office building. The new Medical Office Building (MOB) connects the core hospital building and provides supplementary services, such as surgical centers and imaging, as well as office space to complement the new hospital.
As part of the core and shell building, the mechanical, electrical and plumbing systems required for the specialty areas were coordinated up front. An additional tenant fit-out component of the MOB includes seven operating rooms, two endoscopy rooms, a stereotactic procedure room, prep and recovery rooms, waiting area, locker rooms and administration area.
The fit-out includes specialty areas such as a cardiac rehabilitation, antenatal testing, a metabolic center, ambulatory surgery, radiation oncology, high-risk pregnancy center, med spa and salon, sleep diagnostic center, and several other medical specialties.",https://www.gilbaneco.com/project/virtua-health-medical-office-building-voorhees-nj/,"Client Name: MedCraft Healthcare Real Estate
Project Name: MedCraft Healthcare Real Estate Medical Office Building
Location: Voorhees, NJ
Architect: HGA Architects
Size: 315,365 Square Feet
Type of construction: Tenant fit-up
Delivery method: CM at Risk
Professional Services: Building Information Modeling (BIM)
																					Interdisciplinary Document Coord. (IDC)",hotel-residential
"As one of the leading healthcare builders in the nation, Gilbane provided construction management services for MetroHealth’s Critical Care Pavilion (CCP) Vertical Expansion project. The MetroHealth System is one of the largest, most comprehensive healthcare providers in Northeast Ohio, serving the medical needs of the Greater Cleveland community since 1837.
The CCP is one of the nation’s most technologically advanced centers for emergency medicine, trauma and surgical care, and reflects MetroHealth’s standing as Cleveland’s highest-accredited trauma center. The project included the vertical expansion of two additional floors over existing active operating rooms and the active emergency department, with 85 new critical care rooms that are designed with maximum flexibility for the future. Patient rooms will be used for intensive care, critical care, or surgery step down, while two of the rooms will be equipped as Special Disease Containment Units, one of the few facilities in the country with this capability. A central courtyard provides additional light to interior patient rooms.
Architects are
and
.",https://www.gilbaneco.com/project/metrohealth-critical-care-pavilion-vertical-expansion/,"Client Name: The MetroHealth System
Project Name: Critical Care Pavilion Vertical Expansion
Location: Cleveland, OH
Size: 100,000 Square Feet/2 Floor Expansion/86 New Critical Care Rooms
Date Completed: July 2016
Type of construction: Addition
Delivery method: CM at Risk/GMP
Awards: Build Ohio Award, Renovation Over $10 Million, Associated General Contractors of Ohio",hotel-residential
"As one of the leading healthcare builders in the nation, Gilbane provided construction management services for MetroHealth’s Critical Care Pavilion (CCP) Vertical Expansion project. The MetroHealth System is one of the largest, most comprehensive healthcare providers in Northeast Ohio, serving the medical needs of the Greater Cleveland community since 1837.
The CCP is one of the nation’s most technologically advanced centers for emergency medicine, trauma and surgical care, and reflects MetroHealth’s standing as Cleveland’s highest-accredited trauma center. The project included the vertical expansion of two additional floors over existing active operating rooms and the active emergency department, with 85 new critical care rooms that are designed with maximum flexibility for the future. Patient rooms will be used for intensive care, critical care, or surgery step down, while two of the rooms will be equipped as Special Disease Containment Units, one of the few facilities in the country with this capability. A central courtyard provides additional light to interior patient rooms.
Architects are
and
.",https://www.gilbaneco.com/project/metrohealth-critical-care-pavilion-vertical-expansion/,"Client Name: The MetroHealth System
Project Name: Critical Care Pavilion Vertical Expansion
Location: Cleveland, OH
Size: 100,000 Square Feet/2 Floor Expansion/86 New Critical Care Rooms
Date Completed: July 2016
Type of construction: Addition
Delivery method: CM at Risk/GMP
Awards: Build Ohio Award, Renovation Over $10 Million, Associated General Contractors of Ohio",hotel-residential
"This program enabled the hospital to embark on a major bed tower expansion on their main campus and included a new central energy plant (CEP), more than 1,500 feet of underground utility tunnels, a renovation of the existing loading dock, and demolition of two buildings.
Replacing the powerhouse, the new CEP supplies power, chilled water, domestic water, and high pressure steam to the existing hospital facility through a single underground utility tunnel and to the new replacement bed tower through two, new utility tunnels. The process of switching utilities from the old power plant to the new CEP were seamless to ensure NCH could operate at its highest potential and provide the best care to its patients.
Our team proactively implemented many upfront cost control strategies to ensure owner savings. For example, there were 36 utility cutovers in the project which involved numerous complexities and subcontractor partners. Implementing a design-assist delivery and gathering the subcontractor’s input allowed for the team to proactively engage in cost saving suggestions to bring the mechanical and electrical trades into the process early.",https://www.gilbaneco.com/project/nationwide-childrens-hospital-central-energy-plant/,"Client Name: Nationwide Children’s Hospital
Project Name: Central Energy Plant
Location: Columbus, OH
Architect: FKP
Size: 55,000 Square Feet
Date Completed: 60 Months
Type of construction: New, Renovation
Delivery method: CM at Risk
Professional Services: Preconstruction and Construction Services
																					Design Assist
Sustainable Features: Major equipment used variable frequency drives to optimize energy efficiency of the energy plant
																					White roof to reduce heat island effect
																					Lighting control
																					Temperature control
																					High efficiency air filtration
																					Low-VOC finishes
																					Daylighted spaces for user group comfort
Awards: First LEED Gold Certified Central Energy Plant in the State of Ohio",hotel-residential
"This program enabled the hospital to embark on a major bed tower expansion on their main campus and included a new central energy plant (CEP), more than 1,500 feet of underground utility tunnels, a renovation of the existing loading dock, and demolition of two buildings.
Replacing the powerhouse, the new CEP supplies power, chilled water, domestic water, and high pressure steam to the existing hospital facility through a single underground utility tunnel and to the new replacement bed tower through two, new utility tunnels. The process of switching utilities from the old power plant to the new CEP were seamless to ensure NCH could operate at its highest potential and provide the best care to its patients.
Our team proactively implemented many upfront cost control strategies to ensure owner savings. For example, there were 36 utility cutovers in the project which involved numerous complexities and subcontractor partners. Implementing a design-assist delivery and gathering the subcontractor’s input allowed for the team to proactively engage in cost saving suggestions to bring the mechanical and electrical trades into the process early.",https://www.gilbaneco.com/project/nationwide-childrens-hospital-central-energy-plant/,"Client Name: Nationwide Children’s Hospital
Project Name: Central Energy Plant
Location: Columbus, OH
Architect: FKP
Size: 55,000 Square Feet
Date Completed: 60 Months
Type of construction: New, Renovation
Delivery method: CM at Risk
Professional Services: Preconstruction and Construction Services
																					Design Assist
Sustainable Features: Major equipment used variable frequency drives to optimize energy efficiency of the energy plant
																					White roof to reduce heat island effect
																					Lighting control
																					Temperature control
																					High efficiency air filtration
																					Low-VOC finishes
																					Daylighted spaces for user group comfort
Awards: First LEED Gold Certified Central Energy Plant in the State of Ohio",hotel-residential
"Gilbane provided construction management services for the renovation and expansion of the 73,000 SF existing Adult Emergency Department located on the ground floor of the Vanderbilt clinic. The new Adult Emergency Department is double the original size of the space, with dedicated treatment and specialist spaces, allowing the hospital to treat more patients and provide them with better care through a more efficient space.
As part of this project, the Energy Court was converted to a dedicated waiting room for the Adult Emergency Department (AED) and a new Rapid Medical Evaluation (RME) area consisting of five new triage bays and 26 new exam/treatment bays. The refurbishment and expansion also included a new waiting room, entrance, trauma and ambulance corridor, acute care space, staff support, and dedicated radiology and psychology areas. These are in addition to the existing 45 treatment spaces in emergency department patient care areas A, B, C and D.
The five-phase approach included:
Phase 1 – Construction of a temporary emergency department waiting and registration area as well as a triage space to enable the emergency department to continue full operation during construction of the new entrance, waiting room, triage, and RME.
Phase 2 – Full gut renovation of the existing administrative office suites on the first floor and MEP fit-out to make room for the construction of new emergency department observation rooms. This phase also included 15 fully enclosed single-occupancy patient rooms, supporting charting stations, medication area, crash cart alcove, nutrition station, bathrooms and showers.
Phase 3 – Demolition of the main entrance 5-story atrium to build a new dedicated ambulatory entrance and waiting area for the Adult Emergency Department and public hospital entrance. The construction of the enclosed MER  penthouse with all new MEP infrastructure for future phases was completed as well as all exterior work along Broadway including landscaping, façade work, and sidewalk refinishing.
Phase 4 – Construction of a new trauma room with acute care tow beds immediately adjacent to the ambulance bay. This phase also included 13 new treatment bays and charting stations along with minor re-routing of the corridor to accommodate the new trauma room and the relocation of an existing shower room.
Phase 5 – Renovation of existing Area B to create new code compliant treatment and support spaces, including 14 treatment bays and acute care treatment rooms. In addition, the temporary waiting and registration facilities adjacent to Area D were transformed into the permanent staff lounge and locker room.
Respecting the fully operational hospital throughout all stages of the project was critical to its success. While the new space was created to improve patient care, it was vital to maintain a high standard of hygiene and minimize disruption throughout the construction period. Consistent communication, critical programming and dedication to dust containment were all vital factors in ensuring a smooth project journey that allowed for the continuity of patient care.
Architects are

and
.
",https://www.gilbaneco.com/project/newyork-presbyterian-hospital-adult-emergency-department/,"Client Name: NewYork-Presbyterian Hospital
Project Name: NewYork-Presbyterian Hospital, Adult Emergency Department
Location: New York, NY
Size: 73,000 Square Feet
Date Completed: September 2017
Type of construction: Renovation and Addition
Delivery method: CM at Risk
Professional Services: Preconstruction
																					Design Assist",hotel-residential
"Gilbane provided construction management services for the renovation and expansion of the 73,000 SF existing Adult Emergency Department located on the ground floor of the Vanderbilt clinic. The new Adult Emergency Department is double the original size of the space, with dedicated treatment and specialist spaces, allowing the hospital to treat more patients and provide them with better care through a more efficient space.
As part of this project, the Energy Court was converted to a dedicated waiting room for the Adult Emergency Department (AED) and a new Rapid Medical Evaluation (RME) area consisting of five new triage bays and 26 new exam/treatment bays. The refurbishment and expansion also included a new waiting room, entrance, trauma and ambulance corridor, acute care space, staff support, and dedicated radiology and psychology areas. These are in addition to the existing 45 treatment spaces in emergency department patient care areas A, B, C and D.
The five-phase approach included:
Phase 1 – Construction of a temporary emergency department waiting and registration area as well as a triage space to enable the emergency department to continue full operation during construction of the new entrance, waiting room, triage, and RME.
Phase 2 – Full gut renovation of the existing administrative office suites on the first floor and MEP fit-out to make room for the construction of new emergency department observation rooms. This phase also included 15 fully enclosed single-occupancy patient rooms, supporting charting stations, medication area, crash cart alcove, nutrition station, bathrooms and showers.
Phase 3 – Demolition of the main entrance 5-story atrium to build a new dedicated ambulatory entrance and waiting area for the Adult Emergency Department and public hospital entrance. The construction of the enclosed MER  penthouse with all new MEP infrastructure for future phases was completed as well as all exterior work along Broadway including landscaping, façade work, and sidewalk refinishing.
Phase 4 – Construction of a new trauma room with acute care tow beds immediately adjacent to the ambulance bay. This phase also included 13 new treatment bays and charting stations along with minor re-routing of the corridor to accommodate the new trauma room and the relocation of an existing shower room.
Phase 5 – Renovation of existing Area B to create new code compliant treatment and support spaces, including 14 treatment bays and acute care treatment rooms. In addition, the temporary waiting and registration facilities adjacent to Area D were transformed into the permanent staff lounge and locker room.
Respecting the fully operational hospital throughout all stages of the project was critical to its success. While the new space was created to improve patient care, it was vital to maintain a high standard of hygiene and minimize disruption throughout the construction period. Consistent communication, critical programming and dedication to dust containment were all vital factors in ensuring a smooth project journey that allowed for the continuity of patient care.
Architects are

and
.
",https://www.gilbaneco.com/project/newyork-presbyterian-hospital-adult-emergency-department/,"Client Name: NewYork-Presbyterian Hospital
Project Name: NewYork-Presbyterian Hospital, Adult Emergency Department
Location: New York, NY
Size: 73,000 Square Feet
Date Completed: September 2017
Type of construction: Renovation and Addition
Delivery method: CM at Risk
Professional Services: Preconstruction
																					Design Assist",hotel-residential
"Gilbane provided construction management services for a major project at the NewYork-Presbyterian Morgan Stanley Children’s Hospital. The multi-phased project spanned four years across various floors and departments. All construction activities were planned and coordinated within the fully occupied children’s hospital, which at times included working adjacent to patients in ICU beds. The project components included a Pediatric MRI, exam suites, Antepartum Maternity Unit, Digestive Health, Pediatric Intensive Care Unit (PICU) and a Cardiac Neonatal Intensive Care unit (NICU).
Multi-phased upgrades first took place to the existing MEP infrastructure of the Hospital’s north and central buildings to meet the service capacities necessary for the additional upgrades. This included the removal and replacement of equipment and associated distribution systems, such as chillers, air handling units, steam generators, expansion tanks, hydronic pumps, control panels, exhaust fans, pneumatic air stations and dry-coolers, as well as new medical-gas risers with future valves on each floor. The majority of the scope took place in the Hospital’s penthouse MER and adjacent roofs, requiring new steel dunnage and extensive coordination for equipment rigs and routing of distribution systems.
The team refurbished 10,500 square feet for the PICU which included 14 private rooms, each equipped with pre-fabricated headwall units, custom footwalls and dedicated family areas with sleeper-sofas, wardrobes and televisions, as well as new spaces for support services, waiting and consultation areas. A full gut renovation of 12,000 square feet then created space for the new antepartum department. The previous PICU space was converted into the NICU, which now features private and semi-private patient rooms, as well as airborne infectious isolation rooms. This unit was created to support the Hospital’s cardiac surgery program. The patient rooms are equipped with modular-built headwall systems, including medical gases, critical and normal power and dialysis boxes. The infrastructure work was phased throughout the duration of the project to ensure each phase would be ready in time to support the new spaces as they were completed.
MINIMIZING DISRUPTION
A major challenge in an existing hospital with buildings close to one hundred years old, is to understand and remediate the existing conditions uncovered during the renovation project. In an effort to streamline existing condition documentation and remediation efforts, Gilbane utilized our 3D scanning services to tackle two jobs at once on the 9N NICU project. With limited deck-to-slab heights, critical MEP services and unforgiving existing conditions, the scanning provided Gilbane with an all-encompassing 3D model. This technology allowed Gilbane to finish MEP coordination faster than scheduled and with greater accuracy, directly resulting in cost and scheduling benefits. In addition, the integration of BIM 360 allowed Gilbane to proactively log and track the progress of remediation efforts, rolling completion lists and punchlists, with customizable reports for the client and trade contractors. Putting quality at the forefront, this software allowed the Gilbane team to setup automated weekly reports with the trade contractors to document benchmark quality inspections, upcoming tasks and architect/engineer punchlist items.",https://www.gilbaneco.com/project/newyork-presbyterian-hospital-morgan-stanley-childrens-hospital/,"Client Name: NewYork-Presbyterian Hospital
Project Name: NewYork-Presbyterian Hospital Morgan Stanley Children’s Hospital
Location: New York, NY
Architect: Array Architects
Size: 57,000 Square Feet
Date Completed: February 2017
Type of construction: Renovation
Delivery method: CM at Risk/GMP
Professional Services: Preconstruction
																					BIM
																					Laser Scanning
Awards: 2017 ENR New York Best Projects, Healthcare",hotel-residential
"Gilbane provided construction management services for a major project at the NewYork-Presbyterian Morgan Stanley Children’s Hospital. The multi-phased project spanned four years across various floors and departments. All construction activities were planned and coordinated within the fully occupied children’s hospital, which at times included working adjacent to patients in ICU beds. The project components included a Pediatric MRI, exam suites, Antepartum Maternity Unit, Digestive Health, Pediatric Intensive Care Unit (PICU) and a Cardiac Neonatal Intensive Care unit (NICU).
Multi-phased upgrades first took place to the existing MEP infrastructure of the Hospital’s north and central buildings to meet the service capacities necessary for the additional upgrades. This included the removal and replacement of equipment and associated distribution systems, such as chillers, air handling units, steam generators, expansion tanks, hydronic pumps, control panels, exhaust fans, pneumatic air stations and dry-coolers, as well as new medical-gas risers with future valves on each floor. The majority of the scope took place in the Hospital’s penthouse MER and adjacent roofs, requiring new steel dunnage and extensive coordination for equipment rigs and routing of distribution systems.
The team refurbished 10,500 square feet for the PICU which included 14 private rooms, each equipped with pre-fabricated headwall units, custom footwalls and dedicated family areas with sleeper-sofas, wardrobes and televisions, as well as new spaces for support services, waiting and consultation areas. A full gut renovation of 12,000 square feet then created space for the new antepartum department. The previous PICU space was converted into the NICU, which now features private and semi-private patient rooms, as well as airborne infectious isolation rooms. This unit was created to support the Hospital’s cardiac surgery program. The patient rooms are equipped with modular-built headwall systems, including medical gases, critical and normal power and dialysis boxes. The infrastructure work was phased throughout the duration of the project to ensure each phase would be ready in time to support the new spaces as they were completed.
MINIMIZING DISRUPTION
A major challenge in an existing hospital with buildings close to one hundred years old, is to understand and remediate the existing conditions uncovered during the renovation project. In an effort to streamline existing condition documentation and remediation efforts, Gilbane utilized our 3D scanning services to tackle two jobs at once on the 9N NICU project. With limited deck-to-slab heights, critical MEP services and unforgiving existing conditions, the scanning provided Gilbane with an all-encompassing 3D model. This technology allowed Gilbane to finish MEP coordination faster than scheduled and with greater accuracy, directly resulting in cost and scheduling benefits. In addition, the integration of BIM 360 allowed Gilbane to proactively log and track the progress of remediation efforts, rolling completion lists and punchlists, with customizable reports for the client and trade contractors. Putting quality at the forefront, this software allowed the Gilbane team to setup automated weekly reports with the trade contractors to document benchmark quality inspections, upcoming tasks and architect/engineer punchlist items.",https://www.gilbaneco.com/project/newyork-presbyterian-hospital-morgan-stanley-childrens-hospital/,"Client Name: NewYork-Presbyterian Hospital
Project Name: NewYork-Presbyterian Hospital Morgan Stanley Children’s Hospital
Location: New York, NY
Architect: Array Architects
Size: 57,000 Square Feet
Date Completed: February 2017
Type of construction: Renovation
Delivery method: CM at Risk/GMP
Professional Services: Preconstruction
																					BIM
																					Laser Scanning
Awards: 2017 ENR New York Best Projects, Healthcare",hotel-residential
"Gilbane provided Program Management services for two new psychiatric facilities for Pima County: the Behavior Health Pavilion and the Crisis Response Center. Composed of two inter-related but functionally distinct structures, the buildings are located adjacent to Banner University Medical Center to take advantage of medical and support services.
Internally, each building is organized into layered zones of patient and support spaces. The Behavioral Health Pavilion houses 96 inpatient acute-care beds, psychiatric urgent and emergent care, psychiatric court hearing rooms, and space for basic clinical studies for neurology and psychiatry.
The Crisis Response Center houses comprehensive screening, assessment, crisis stabilization treatment and triage. Organized around a shared sally port, the integrated facilities provide a secure circulation zone for staff, law enforcement, courtroom personnel, and patient transfers. The project involved related site work including parking lots, and road, drainage, and utility improvements.
Gilbane also provided select transition, planning and management (TPM) services for this project.",https://www.gilbaneco.com/project/pima-county-psychiatric-hospital-crisis-recovery-center-gilbane-building-company/,"Client Name: Pima County
Project Name: Pima County Psychiatric Hospital & Crisis Recovery Center
Location: Tempe, AZ
Architect: Cannon Design
Size: 134,700 Square Feet
Date Completed: August 2011 (21 months)
Type of construction: New
Delivery method: Program Management
Professional Services: BIM
																					TPM (transition, planning and management)
Awards: 2012 Best Healthcare Project Southwest, ENR Southwest",hotel-residential
"Gilbane provided Program Management services for two new psychiatric facilities for Pima County: the Behavior Health Pavilion and the Crisis Response Center. Composed of two inter-related but functionally distinct structures, the buildings are located adjacent to Banner University Medical Center to take advantage of medical and support services.
Internally, each building is organized into layered zones of patient and support spaces. The Behavioral Health Pavilion houses 96 inpatient acute-care beds, psychiatric urgent and emergent care, psychiatric court hearing rooms, and space for basic clinical studies for neurology and psychiatry.
The Crisis Response Center houses comprehensive screening, assessment, crisis stabilization treatment and triage. Organized around a shared sally port, the integrated facilities provide a secure circulation zone for staff, law enforcement, courtroom personnel, and patient transfers. The project involved related site work including parking lots, and road, drainage, and utility improvements.
Gilbane also provided select transition, planning and management (TPM) services for this project.",https://www.gilbaneco.com/project/pima-county-psychiatric-hospital-crisis-recovery-center-gilbane-building-company/,"Client Name: Pima County
Project Name: Pima County Psychiatric Hospital & Crisis Recovery Center
Location: Tempe, AZ
Architect: Cannon Design
Size: 134,700 Square Feet
Date Completed: August 2011 (21 months)
Type of construction: New
Delivery method: Program Management
Professional Services: BIM
																					TPM (transition, planning and management)
Awards: 2012 Best Healthcare Project Southwest, ENR Southwest",hotel-residential
"ProHealth Care’s mission to continuously improve the health of the community resulted in building a new outpatient cancer center and ambulatory campus to service patients from surrounding communities. The new campus sits on 13.5 acres and combines all services a patient needs into a single location. The design creates a warm and welcoming environment, filled with daylight to instill confidence and hope to support the healing process.
The cancer center is the centerpiece of the campus and also incorporates robust, full-service diagnostic imaging services and a multi-specialty physician clinic. Additional features of the project include:",https://www.gilbaneco.com/project/prohealth-care-pewaukee-campus/,"Client Name: ProHealth Care, Inc.
Project Name: ProHealth Care Pewaukee Campus
Location: Waukesha, WI
Architect: Cannon Design
Size: 160,000 SF
Date Completed: 26 months
Type of construction: New
Delivery method: CM at Risk/GMP
Professional Services: Preconstruction
																					Transition Planning & Management (TPM)
Sustainable Features: Green Standards",hotel-residential
"ProHealth Care’s mission to continuously improve the health of the community resulted in building a new outpatient cancer center and ambulatory campus to service patients from surrounding communities. The new campus sits on 13.5 acres and combines all services a patient needs into a single location. The design creates a warm and welcoming environment, filled with daylight to instill confidence and hope to support the healing process.
The cancer center is the centerpiece of the campus and also incorporates robust, full-service diagnostic imaging services and a multi-specialty physician clinic. Additional features of the project include:",https://www.gilbaneco.com/project/prohealth-care-pewaukee-campus/,"Client Name: ProHealth Care, Inc.
Project Name: ProHealth Care Pewaukee Campus
Location: Waukesha, WI
Architect: Cannon Design
Size: 160,000 SF
Date Completed: 26 months
Type of construction: New
Delivery method: CM at Risk/GMP
Professional Services: Preconstruction
																					Transition Planning & Management (TPM)
Sustainable Features: Green Standards",hotel-residential
"This $9.3 million project involved reconfiguration of underutilized warehouse space to add patient treatment rooms, expansion of Family Health and Women’s Health Departments; and design and extensive upgrades throughout the facility to comply with ADA, and fire safety codes and standards. Revisions were executed in an operating medical facility.
Scope included site investigations and design charrettes, which result in a report and recommendations for development of the most cost-effective technically sound renovation plan.
Exterior scope included design and construction of 50 additional parking spaces, existing parking lot resurfacing, curbs/sidewalks repair and reconfiguration, architectural tile work, new outside lighting; and landscaping with drought tolerant plants. Interior scope included reconfiguration and expansion of two floors; demolition and upgrades to HVAC, electrical, fire protection, plumbing, walls, ceilings, flooring, finishes, light figures, elevators, and civil finishes; and upgrade of all restrooms to ADA compliance. An enclosure was also constructed for the existing rear ambulance bay and transformed into a new file storage area.
",https://www.gilbaneco.com/project/randolph-air-force-base-texas-clinic-renovation-upgrade-building-1040/,"Client Name: Air Force Civil Engineer Center (AFCEC)
Project Name: Randolph Air Force Base, Texas Clinic Renovation and Upgrade - Building 1040
Location: Shertz, TX
Architect: Merrick and Company
Size: 77,730 Square Feet
Date Completed: 9/27/07 – 2/11/10
Type of construction: Renovation
Delivery method: Design Bid Build
Sustainable Features: Skylight to provide natural daylight
																					Low-flow water closets and faucets
																					Water-efficient landscaping
Awards: Above Average U.S. Government CCASS Rating",hotel-residential
"This $9.3 million project involved reconfiguration of underutilized warehouse space to add patient treatment rooms, expansion of Family Health and Women’s Health Departments; and design and extensive upgrades throughout the facility to comply with ADA, and fire safety codes and standards. Revisions were executed in an operating medical facility.
Scope included site investigations and design charrettes, which result in a report and recommendations for development of the most cost-effective technically sound renovation plan.
Exterior scope included design and construction of 50 additional parking spaces, existing parking lot resurfacing, curbs/sidewalks repair and reconfiguration, architectural tile work, new outside lighting; and landscaping with drought tolerant plants. Interior scope included reconfiguration and expansion of two floors; demolition and upgrades to HVAC, electrical, fire protection, plumbing, walls, ceilings, flooring, finishes, light figures, elevators, and civil finishes; and upgrade of all restrooms to ADA compliance. An enclosure was also constructed for the existing rear ambulance bay and transformed into a new file storage area.
",https://www.gilbaneco.com/project/randolph-air-force-base-texas-clinic-renovation-upgrade-building-1040/,"Client Name: Air Force Civil Engineer Center (AFCEC)
Project Name: Randolph Air Force Base, Texas Clinic Renovation and Upgrade - Building 1040
Location: Shertz, TX
Architect: Merrick and Company
Size: 77,730 Square Feet
Date Completed: 9/27/07 – 2/11/10
Type of construction: Renovation
Delivery method: Design Bid Build
Sustainable Features: Skylight to provide natural daylight
																					Low-flow water closets and faucets
																					Water-efficient landscaping
Awards: Above Average U.S. Government CCASS Rating",hotel-residential
"Gilbane provided design-build services for the $2.9 million repair of the essential emergency electrical system (EPEES) in the Osan Air Base Hospital (Building 777) at Osan Air Base in South Korea. The Base, which serves as home to US and Republic of Korea (ROK) military personnel, is located approximately 50 miles from the Demilitarized Zone in South Korea. Because of its location within a potential war zone, the Base hospital must maintain war readiness at all times and is designed to operate separately from the Base’s normal electrical distribution source for long periods of time.
Our repairs at Osan AB provide a 15-year life extension for the hospital’s mission.Special design features on this project included the use of prime power-rated generators to provide unlimited run time instead of standby or backup power, improved interfaces with the Building Automation System (BAS), fuel system modifications that improved the facility’s efficiency by reducing consumption and emissions, and the use of state-of-the-art equipment that is available worldwide and maintainable. Our design for this project took advantage of potential energy-saving opportunities. For example, the two new generators are designed to run in parallel in case of an emergency power outage.",https://www.gilbaneco.com/project/repair-medical-facility-emergency-electrical-system-osan-ab-south-korea/,"Client Name: AFCEC
Project Name: Repair Medical Facility Emergency Electrical System
Location: South Korea
Date Completed: 13 Months
Type of construction: Renovation
Professional Services: Construction upgrades
Sustainable Features: Energy-efficient equipment",hotel-residential
